Account_status...0.DM,Account_status....200.DM,Account_status.0..........200.DM,Duration,Credit_history.all.credits.at.this.bank.paid.back.duly,Credit_history.critical.account...other.credits.existing..not.at.this.bank.,Credit_history.delay.in.paying.off.in.the.past,Credit_history.existing.credits.paid.back.duly.till.now,Purpose.business,Purpose.car..new.,Purpose.car..used.,Purpose.domestic.appliances,Purpose.education,Purpose.furniture...equipment,Purpose.others,Purpose.radio...television,Purpose.repairs,Credit_amount,Savings_bonds...100.DM,Savings_bonds....1000.DM,Savings_bonds.100...........500.DM,Savings_bonds.500..........1000.DM,Present_employment_since...1.year,Present_employment_since....7.years,Present_employment_since.1...........4.years,Present_employment_since.4...........7.years,Installment_rate,Other_debtors_guarantors.co.applicant,Other_debtors_guarantors.guarantor,Resident_since,Property.building.society.savings.agreement...life.insurance,Property.car.or.other,Property.real.estate,Age,Other_installment_plans.bank,Other_installment_plans.none,Housing.rent,Housing.own,Existing_credits,Job.management...self.employed...highly.qualified.employee...officer,Job.skilled.employee...official,Job.unemployed...unskilled....non.resident,People_maintenance_for,Telephone.none,Foreign_worker.no,has.bad.credit.risk,Gender.Female
0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,2424,0,0,0,0,0,1,0,0,4,0,0,4,1,0,0,53,0,1,0,1,2,0,1,0,1,1,0,0,1
1,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,8072,0,0,0,0,1,0,0,0,2,0,0,3,0,1,0,25,1,0,0,1,3,0,1,0,1,1,0,0,1
0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,12579,1,0,0,0,0,1,0,0,4,0,0,2,0,0,0,44,0,1,0,0,1,1,0,0,1,0,0,1,0
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,3430,0,0,0,1,0,1,0,0,3,0,0,2,0,1,0,31,0,1,0,1,1,0,1,0,2,0,0,0,1
0,0,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,2134,1,0,0,0,0,0,1,0,4,0,0,4,0,1,0,48,0,1,0,1,3,0,1,0,1,0,0,0,1
1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,2647,0,0,0,1,0,0,1,0,2,0,0,3,0,0,1,44,0,1,1,0,1,0,1,0,2,1,0,0,1
1,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,2241,1,0,0,0,1,0,0,0,1,0,0,3,0,0,1,48,0,1,1,0,2,0,0,0,2,1,1,0,1
0,0,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1804,0,0,1,0,1,0,0,0,3,0,0,4,1,0,0,44,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,2069,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,26,0,1,0,1,2,0,1,0,1,1,1,0,1
1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1374,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,36,1,0,0,1,1,0,0,0,1,0,0,0,1
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,426,1,0,0,0,0,1,0,0,4,0,0,4,0,1,0,39,0,1,0,1,1,0,0,0,1,1,0,0,1
0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,409,0,1,0,0,0,0,1,0,3,0,0,3,0,0,1,42,0,1,1,0,2,0,1,0,1,1,0,0,0
0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,1,0,2415,1,0,0,0,0,0,1,0,3,0,1,2,0,0,1,34,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,60,0,0,1,0,1,0,0,0,0,0,0,0,0,6836,1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,63,0,1,0,1,2,0,1,0,1,0,0,1,1
0,0,1,18,0,0,0,1,1,0,0,0,0,0,0,0,0,1913,0,1,0,0,1,0,0,0,3,0,0,3,0,0,1,36,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,4020,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,27,0,0,0,1,1,0,1,0,1,1,0,0,1
0,0,1,18,0,0,0,1,0,1,0,0,0,0,0,0,0,5866,0,0,1,0,0,0,1,0,2,0,0,2,0,1,0,30,0,1,0,1,2,0,1,0,1,0,0,0,1
0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,57,0,1,1,0,1,0,0,0,1,1,0,0,1
0,1,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1474,1,0,0,0,1,0,0,0,4,0,0,1,1,0,0,33,1,0,0,1,1,1,0,0,1,0,0,0,0
0,0,1,45,0,1,0,0,0,0,0,0,0,0,0,1,0,4746,1,0,0,0,1,0,0,0,4,0,0,2,1,0,0,25,0,1,0,1,2,0,0,0,1,1,0,1,1
0,0,0,48,0,1,0,0,0,0,0,0,1,0,0,0,0,6110,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,31,1,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0,18,0,0,0,1,0,0,0,0,0,0,0,1,0,2100,1,0,0,0,0,0,1,0,4,1,0,2,0,0,1,37,0,0,0,1,1,0,1,0,1,1,0,1,1
0,1,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,1225,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,37,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,1,0,458,1,0,0,0,0,0,1,0,4,0,0,3,0,0,1,24,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,2333,0,0,0,1,0,1,0,0,4,0,0,2,0,1,0,30,1,0,0,1,1,1,0,0,1,1,0,0,1
0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1158,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,26,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0,1,6204,1,0,0,0,0,0,1,0,2,0,0,4,0,0,1,44,0,1,0,1,1,0,0,0,2,0,0,0,1
1,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,6187,0,0,1,0,0,0,0,1,1,0,0,4,0,1,0,24,0,1,1,0,2,0,1,0,1,1,0,0,1
1,0,0,48,0,1,0,0,0,0,1,0,0,0,0,0,0,6143,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,58,0,0,0,0,2,0,0,0,1,1,0,1,0
0,0,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1393,1,0,0,0,1,0,0,0,4,0,0,4,0,1,0,35,0,1,0,1,2,1,0,0,1,1,0,0,0
0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,2299,0,0,0,1,0,1,0,0,4,0,0,4,0,1,0,39,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1352,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,23,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,7228,1,0,0,0,0,0,1,0,1,0,0,4,1,0,0,39,0,1,0,1,2,0,0,0,1,1,0,0,1
0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,2073,0,0,1,0,0,0,1,0,4,1,0,2,0,0,1,28,0,1,0,1,1,0,1,0,1,1,0,0,0
0,0,1,24,0,0,1,0,0,0,0,0,0,1,0,0,0,2333,0,0,0,0,1,0,0,0,4,0,0,2,1,0,0,29,1,0,0,1,1,0,0,0,1,1,0,0,1
0,0,1,27,0,0,1,0,0,0,1,0,0,0,0,0,0,5965,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,30,0,1,0,1,2,1,0,0,1,0,0,0,1
0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1262,1,0,0,0,0,0,1,0,3,0,0,2,0,1,0,25,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,18,0,0,0,1,0,0,1,0,0,0,0,0,0,3378,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,31,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,2225,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,57,1,0,0,0,2,0,1,0,1,0,0,1,1
0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,783,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,26,0,0,0,1,1,0,0,0,2,1,0,0,1
0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,6468,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,52,0,1,0,1,1,1,0,0,1,0,0,1,1
0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,9566,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,31,0,0,0,1,2,0,1,0,1,1,0,0,0
0,1,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1961,1,0,0,0,0,1,0,0,3,0,0,2,0,1,0,23,0,1,0,1,1,1,0,0,1,1,0,0,0
1,0,0,36,0,1,0,0,0,0,0,0,0,1,0,0,0,6229,1,0,0,0,1,0,0,0,4,1,0,4,0,0,0,23,0,1,1,0,2,0,0,0,1,0,0,1,0
0,0,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1391,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,27,1,0,0,1,1,0,1,0,1,0,0,0,1
0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,1,0,1537,0,0,0,0,0,1,0,0,4,0,1,4,0,0,1,50,0,1,0,1,2,0,1,0,1,0,0,0,1
0,0,1,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1953,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,61,0,1,0,0,1,1,0,0,1,0,0,1,1
0,0,1,48,0,0,0,0,1,0,0,0,0,0,0,0,0,14421,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,25,0,1,0,1,1,0,1,0,1,0,0,1,1
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,3181,1,0,0,0,1,0,0,0,4,0,0,4,1,0,0,26,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,1,5190,0,0,0,0,0,1,0,0,4,0,0,4,1,0,0,48,0,1,0,1,4,0,1,0,2,0,0,0,1
0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,2171,1,0,0,0,1,0,0,0,2,0,0,2,0,1,0,29,1,0,0,1,1,0,1,0,1,1,0,0,0
0,0,1,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1007,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,22,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,36,0,0,0,1,0,0,0,0,1,0,0,0,0,1819,1,0,0,0,0,0,1,0,4,0,0,4,0,0,0,37,0,0,0,0,1,0,1,0,1,0,0,1,1
0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,2394,0,0,0,0,0,0,1,0,4,0,0,4,0,1,0,25,0,1,0,1,1,0,1,0,1,1,0,0,0
0,0,0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,8133,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,30,1,0,0,1,1,0,1,0,1,1,0,0,0
0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,730,0,0,0,0,0,1,0,0,4,0,0,2,1,0,0,46,0,1,1,0,2,0,0,0,1,0,0,0,1
1,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,1164,1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,51,1,0,0,0,2,1,0,0,2,0,0,0,1
0,0,1,42,0,1,0,0,1,0,0,0,0,0,0,0,0,5954,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,41,1,0,0,1,2,0,0,0,1,1,0,0,0
1,0,0,36,0,0,0,1,0,0,0,0,1,0,0,0,0,1977,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,40,0,1,0,1,1,1,0,0,1,0,0,1,1
1,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1526,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,66,0,1,0,0,2,1,0,0,1,1,0,0,1
1,0,0,42,0,0,0,1,0,0,0,0,0,0,0,1,0,3965,1,0,0,0,1,0,0,0,4,0,0,3,0,1,0,34,0,1,0,1,1,0,1,0,1,1,0,1,1
0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,1,0,4771,1,0,0,0,0,0,0,1,2,0,0,4,1,0,0,51,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,54,0,0,0,0,0,0,1,0,0,0,0,0,0,9436,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,39,0,1,0,1,1,0,0,0,2,1,0,0,1
0,0,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,3832,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,22,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,5943,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,44,0,1,0,1,2,0,1,0,1,0,0,1,0
0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,1213,0,0,0,1,0,1,0,0,4,0,0,3,1,0,0,47,0,0,0,1,1,0,1,0,1,0,0,0,1
0,0,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,1568,0,0,1,0,0,0,1,0,3,0,0,4,1,0,0,24,0,1,1,0,1,0,0,0,1,1,0,0,0
1,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,1755,1,0,0,0,0,1,0,0,4,0,1,4,0,0,1,58,0,1,0,1,1,0,0,0,1,0,0,0,0
1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,2315,1,0,0,0,0,1,0,0,3,0,0,4,0,0,1,52,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1412,1,0,0,0,0,0,1,0,4,0,1,2,0,0,1,29,0,1,0,1,2,1,0,0,1,0,0,0,0
0,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0,1295,1,0,0,0,1,0,0,0,4,0,0,1,1,0,0,27,0,1,0,1,2,0,1,0,1,1,0,0,0
0,0,1,36,0,0,0,1,0,0,0,0,1,0,0,0,0,12612,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,47,0,1,0,0,1,0,1,0,2,0,0,1,1
1,0,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,2249,0,0,1,0,0,0,0,1,4,0,0,3,0,1,0,30,0,1,0,1,1,1,0,0,2,0,0,0,1
1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1108,1,0,0,0,0,0,0,1,4,0,0,3,0,0,1,28,0,1,0,1,2,0,1,0,1,1,0,1,1
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,618,1,0,0,0,0,1,0,0,4,0,0,4,0,0,1,56,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1409,1,0,0,0,0,1,0,0,4,0,0,3,0,0,1,54,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,797,0,0,0,0,0,1,0,0,4,0,0,3,1,0,0,33,1,0,0,1,1,0,0,0,2,1,0,1,0
0,1,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,3617,0,0,0,0,0,1,0,0,4,1,0,4,0,0,0,20,0,1,1,0,2,0,1,0,1,1,0,0,1
0,0,1,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1318,0,1,0,0,0,1,0,0,4,0,0,4,0,0,1,54,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,54,0,0,0,0,1,0,0,0,0,0,0,0,0,15945,1,0,0,0,1,0,0,0,3,0,0,4,0,0,0,58,0,1,1,0,1,0,1,0,1,0,0,1,1
0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,1,4,0,0,2,0,1,0,61,0,1,0,1,1,0,1,0,1,1,0,0,0
0,0,1,18,0,0,0,1,1,0,0,0,0,0,0,0,0,2622,0,0,1,0,0,0,1,0,4,0,0,4,0,1,0,34,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,1,36,0,1,0,0,0,0,0,0,0,0,0,1,0,2337,1,0,0,0,0,1,0,0,4,0,0,4,0,0,1,36,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,7057,0,0,0,0,0,0,0,1,3,0,0,4,1,0,0,36,1,0,1,0,2,1,0,0,2,0,0,0,1
0,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1469,0,0,1,0,0,1,0,0,4,0,0,4,0,0,1,41,0,1,1,0,1,0,0,0,1,1,0,0,1
0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,1,0,2323,1,0,0,0,0,0,0,1,4,0,0,4,0,1,0,24,0,1,1,0,1,0,1,0,1,1,0,0,1
0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,932,1,0,0,0,0,0,1,0,3,0,0,2,0,0,1,24,0,1,0,1,1,0,1,0,1,1,0,0,0
0,0,1,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1919,1,0,0,0,0,0,0,1,4,0,0,3,0,1,0,35,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,2445,0,0,0,0,1,0,0,0,2,0,0,4,0,1,0,26,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,11938,1,0,0,0,0,0,1,0,2,1,0,3,0,1,0,39,0,1,0,1,2,1,0,0,2,0,0,1,1
0,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,6458,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,39,1,0,0,1,2,1,0,0,2,0,0,1,1
0,0,1,12,0,0,0,1,0,1,0,0,0,0,0,0,0,6078,1,0,0,0,0,0,0,1,2,0,0,2,0,1,0,32,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,7721,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,30,0,1,0,1,1,0,1,0,1,0,1,0,0
0,0,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,1410,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,35,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1449,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,31,1,0,0,1,2,0,1,0,2,1,0,0,1
0,1,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,392,1,0,0,0,1,0,0,0,4,0,0,4,1,0,0,23,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,18,0,0,0,1,0,1,0,0,0,0,0,0,0,6260,1,0,0,0,0,0,0,1,3,0,0,3,0,0,1,28,0,1,1,0,1,0,0,0,1,1,0,0,1
0,0,0,36,0,1,0,0,0,1,0,0,0,0,0,0,0,7855,1,0,0,0,0,0,1,0,4,0,0,2,0,0,1,25,0,0,0,1,2,0,1,0,1,0,0,1,0
1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1680,0,0,0,1,0,1,0,0,3,0,0,1,0,0,1,35,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,1,0,3578,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,47,0,1,0,1,1,0,1,0,1,0,0,0,1
1,0,0,42,0,0,0,1,0,0,0,0,0,0,0,1,0,7174,0,0,0,0,0,0,0,1,4,0,0,3,0,1,0,30,0,1,0,1,1,1,0,0,1,0,0,1,0
1,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,2132,0,0,0,0,1,0,0,0,2,1,0,3,0,0,1,27,0,1,1,0,2,0,1,0,1,1,1,0,0
1,0,0,33,0,1,0,0,0,0,0,0,0,1,0,0,0,4281,0,0,0,1,0,0,1,0,1,0,0,4,0,1,0,23,0,1,0,1,2,0,1,0,1,1,0,1,0
0,0,1,12,0,1,0,0,0,1,0,0,0,0,0,0,0,2366,0,0,0,1,0,0,0,1,3,0,0,3,0,1,0,36,0,1,0,1,1,1,0,0,1,0,0,0,1
1,0,0,21,0,0,0,1,0,0,0,0,0,0,0,1,0,1835,1,0,0,0,0,0,1,0,3,0,0,2,0,0,1,25,0,1,0,1,2,0,1,0,1,0,0,1,0
0,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,3868,1,0,0,0,0,1,0,0,4,0,0,2,0,1,0,41,0,1,1,0,2,1,0,0,1,0,0,0,0
0,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1768,1,0,0,0,0,0,1,0,3,0,0,2,0,0,1,24,0,1,1,0,1,0,0,0,1,1,0,0,1
0,1,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,781,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,63,0,1,0,0,2,0,1,0,1,0,0,0,1
0,0,1,18,0,0,0,1,0,0,0,0,0,1,0,0,0,1924,0,0,0,0,1,0,0,0,4,0,0,3,0,0,1,27,0,1,1,0,1,0,1,0,1,1,0,1,0
1,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,2121,1,0,0,0,0,0,1,0,4,0,0,2,1,0,0,30,0,1,0,1,2,0,1,0,1,1,0,0,1
1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,701,1,0,0,0,0,0,1,0,4,0,0,2,0,0,1,40,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,639,1,0,0,0,0,0,1,0,4,0,0,2,0,1,0,30,0,1,0,1,1,0,1,0,1,1,0,1,1
0,0,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1860,1,0,0,0,0,0,0,0,4,0,0,2,0,1,0,34,0,1,0,1,2,1,0,0,1,0,0,0,1
1,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,3499,1,0,0,0,0,0,1,0,3,1,0,2,0,0,1,29,0,1,0,1,2,0,1,0,1,1,0,1,0
0,0,1,48,0,0,0,1,0,1,0,0,0,0,0,0,0,8487,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,24,0,1,0,1,1,0,1,0,1,1,0,0,0
1,0,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,6887,1,0,0,0,0,0,1,0,4,0,0,3,1,0,0,29,0,0,0,1,1,0,1,0,1,0,0,1,1
0,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,2708,1,0,0,0,1,0,0,0,2,0,0,3,1,0,0,27,1,0,0,1,2,0,0,0,1,1,0,0,1
0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,1984,1,0,0,0,0,0,1,0,4,0,0,4,0,0,0,47,1,0,0,0,2,0,1,0,1,1,0,0,1
0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,10144,0,0,1,0,0,0,0,1,2,0,0,4,0,0,1,21,0,1,0,1,1,0,1,0,1,0,0,0,0
